mean_speed,max_speed,mean_aclr,mean_upaclr,max_upaclr,mean_downaclr,max_downaclr
7.97547915130243,14.80938861281,0.0369290079525672,1.98283786196443,7.57015995923611,-2.79272260432632,-7.30601158560754
7.04538515065206,12.0708269178343,0.0246013909112662,2.51371199019817,9.57943799473909,-1.06470148418959,-5.3836827954736
7.60276275139256,13.1593788912236,0.0319286749511957,1.50879054871973,5.68777422869232,-1.19366988956608,-6.47326848793454
9.29215566626564,13.766272937635,0.0186689457623288,1.25254216003493,7.93388717207388,-1.30600577956632,-8.55765218651489
7.47395880836061,13.0709545711428,0.0199268144788221,1.74752602531097,8.79969464512995,-2.31825219781956,-9.00008456071726
8.9862689924882,15.8344660079562,0.0236166732478887,2.66739320690009,7.69521545274379,-2.68439469284277,-10.659283337024
7.39798900789484,13.2833706913692,0.0323034250922501,2.3941352662352,9.05371664526883,-1.57150468860308,-9.0589259646509
7.30842181323562,12.8695803424856,0.037080266890116,1.780421215669,6.75149548854747,-1.41079325400844,-8.20467757046773
8.36742214484539,13.0575306820537,0.0338096304540522,2.20545758026777,8.75576920992819,-2.05394491536786,-9.83057060634961
8.81569124335749,15.2845680827401,0.0317632416496053,1.9754880666973,8.17375159638542,-1.61497963895945,-6.42455380154697
8.47573810003844,14.0783473316408,0.0377917545847595,1.25321043307183,8.1300101487547,-2.39372733876969,-10.1152635169115
9.22643917221771,13.3242057438959,0.0206047615967691,1.69560723550754,8.46728403106468,-2.09630171911779,-7.06318704834196
7.02348071274769,11.5808531798744,0.0174175466527231,1.67292408447457,6.6733256316532,-2.73316164689942,-7.1468428522615
7.40458014400601,12.360756037784,0.0186695370217785,2.38588200002486,7.61777795157904,-1.2856992223762,-6.12113914093897
8.84523810665136,14.2900699035731,0.0215990174538456,1.57575204876902,5.81799221599193,-1.76284867487563,-8.45899852979644
7.0542482951065,12.25595185029,0.0332830531592481,2.06228622583531,8.80967843135677,-1.98549208153067,-8.39321015324471
9.517174728058,16.3138445965775,0.0193227811274119,1.09992796874402,6.04349536954222,-2.37997176123513,-8.7767693288411
8.93533819200924,15.1835684558329,0.0384892670135014,1.71964037234726,6.37694566513243,-1.60831308598074,-8.66885179048779
7.57796180198068,13.4464137460674,0.0117501922603697,2.44261716250538,7.32841036599337,-1.91315989245902,-8.56595951368343
8.82531344303285,15.7594447214564,0.0323608563072048,1.81430945384695,7.02849492269947,-2.46764588904789,-7.23855153647473
8.83900844292074,14.2413897426828,0.0157098780153319,1.51478627292896,8.7491106788301,-2.45352817787221,-8.24050866248449
7.9241917806626,14.4242640813295,0.0298366019735113,1.51540871654738,6.34023307674665,-1.85380655971688,-6.2733786113314
7.97972591292059,12.7148543736054,0.0100245764805004,1.17042884404001,5.83889548653898,-1.95366301773661,-8.63271570405537
8.56675744057307,14.6303894326617,0.0129070514650084,2.39584464331003,9.60910534703018,-2.0483634129375,-6.82206714360265
8.48394525409306,15.1168893543966,0.0309622857370414,1.49788625991119,7.75366967624201,-2.46618707284137,-7.5785344521682
