mean_speed,max_speed,mean_aclr,mean_upaclr,max_upaclr,mean_downaclr,max_downaclr
4.29993184754883,6.46360154583842,0.0185925073409453,0.93983243721784,2.03800579483402,-1.07646636076528,-1.78249600586272
3.19560789436867,5.29181629725566,0.0145881244842894,1.57750385178763,2.64167263976809,-2.17274646702875,-3.26481336587761
3.90712785810448,7.39736424126878,0.0115668282215483,1.82415074333952,2.62464911523678,-0.6343327311784,-1.4861906973863
3.48683288442703,5.51093329238506,0.0128179935645312,1.3571384642109,1.9074660599766,-0.562910325343564,-1.32140024873226
4.94352538546798,7.11985040014395,0.0168135311407968,0.948996691525871,1.78290343175545,-1.37437306143581,-2.42847280862513
3.69477514202248,6.4341829006002,0.0198728968529031,0.958523323400153,1.72806239739454,-2.13069201865878,-3.16936382162098
2.50052911973225,3.52536132045688,0.0158032365748659,0.998823550270103,1.77613473438767,-1.29644078483078,-1.79941387061234
3.26094705618134,4.8860887510903,0.0190890564210713,1.3450687121192,1.89103184994888,-1.68939833873416,-2.28759690939448
3.10230395939837,5.14223028588279,0.0179000157653354,2.21628281653164,2.99659102433132,-1.77453658079332,-2.55710579994203
1.51076367308816,3.68796700527856,0.0170389922731556,1.20710611005997,1.98496441655079,-2.14502475254333,-3.22699821244089
3.45495259782652,6.2433179084666,0.016310048236046,1.04632667294962,1.55322947570847,-1.41812555397689,-2.15843460530802
2.41139626018516,3.75146423261425,0.0118807905190624,1.01048739866304,1.68728394123676,-1.30342473692824,-2.26558107764092
4.00936843766638,6.33978009302908,0.0113743453659117,1.80683664886435,2.76556434293432,-1.00115317476523,-1.85761591896956
2.76251666416508,5.38944807328378,0.0172913241875358,1.83994300177798,2.92660012497579,-1.64955122927026,-2.79576615495429
3.57292291576706,6.35741213402909,0.0176572563988157,1.22694833346895,2.33548680642407,-1.81226988209625,-2.76704171403059
3.30545959821475,4.79357479107139,0.0139116115542129,0.507306212583375,1.60687733269372,-1.570017463488,-2.66747963932106
3.72099327301038,6.00021257989937,0.0108996936841868,1.01583452735351,1.86825202729808,-0.763459308625453,-1.9174840392715
3.13299600587986,6.4945301389677,0.0137183228763752,0.737344873924163,1.46603902773408,-1.21480729772809,-1.91062252844783
3.32582640363494,5.32434547245161,0.015973022794351,0.929145038138694,1.67978193763326,-1.2989745947972,-1.94179471626151
2.83570040032291,4.536033969871,0.017025199807249,0.927390300444104,1.46698346392602,-0.752428234946219,-1.72154734548671
2.67844468033442,5.46385989167763,0.0128772026021034,1.74805826549302,2.94461228723987,-1.46874050417905,-2.01156108143264
2.66029488485619,5.38464463063828,0.0112740281457081,1.46288886132881,2.13529685747109,-1.56894710904131,-2.75244540585814
4.02913171226863,5.84520527486928,0.0187235181988217,0.622752704240127,1.12686305551485,-1.64583934982912,-2.6837469410817
1.94891321242056,5.17515701558176,0.0151973367598839,0.987273707356148,2.10618076161373,-1.28399743960674,-2.1410829108345
4.32482366327059,7.7933036211678,0.0190432624029927,0.509105574035326,1.37991593258759,-1.53647704115709,-2.53848422684813
3.75367457913246,4.78702271140657,0.0184617549763061,1.70112594007557,2.33856035580436,-0.61002868302061,-1.596176871959
4.53895730562164,7.4808886831359,0.018715245174244,1.74483924808129,2.77912443349752,-1.07853525325313,-1.96516236197326
3.05992180625105,4.81719169292261,0.017495779027231,2.08357176699001,2.76731248809747,-1.67718275259384,-2.44367198159588
1.62689796717084,2.96015918637338,0.0137376134796068,1.45688878403978,1.99476636663546,-1.66256830779123,-2.82012233818634
3.1722159147138,5.61097376061289,0.0183191183698364,1.20506459595435,1.87011702735708,-1.15001444706316,-2.16916333834263
1.85833637406632,3.38796590573202,0.0161844040569849,1.20583622581936,2.21988231065362,-0.700215943536409,-1.85853950046624
3.87655546913965,6.17281435222475,0.0128615001239814,0.630982003347701,1.15238916232319,-1.46863631828776,-2.29699928978546
2.00889292376908,5.08966316812533,0.0110798861924559,0.6469423267288,1.48209335226527,-1.29484417032155,-1.92869657712227
3.66283058754135,6.39206904808026,0.0108785991487093,1.18164966619123,2.04457306468875,-1.04348207875798,-1.71767822572207
3.87266299943929,6.2973926954486,0.0189601187151857,1.29644032020398,2.39303786069896,-0.800613029829741,-1.91226797671295
2.66828068263827,3.67086707835084,0.0162430007313378,1.34908999830142,2.36460163906805,-1.85234272796546,-2.45820313419566
3.89529267811502,6.80467053010414,0.0143892554682679,1.50991526442889,2.5185519073981,-2.26694162121087,-3.14073323629376
2.6720543810523,5.47181516961501,0.0161379508534446,0.654271565061566,1.30570383401172,-1.13527783439688,-1.68360578972108
2.75970066193712,4.28251199383975,0.0175226200278848,1.36683979319296,2.21691623312309,-0.729685189769145,-1.24462168005622
3.22064086857218,6.44361152864959,0.0185485478444025,0.651847544829375,1.47086961113849,-1.15006611580725,-2.07513730179749
3.5691749885089,7.02616733041287,0.0169645602651872,0.66525591015608,1.36715169048195,-0.858357143216922,-1.48948863304794
4.0007167262956,6.41295005183196,0.019314296185039,1.52520449525823,2.48346628273052,-0.675431408519082,-1.23028762382005
1.85831282217589,4.92727248649647,0.0128445530263707,0.900924556397841,2.04577928795294,-1.13886830718631,-1.82409571200052
3.23700015422704,5.05381401000826,0.0115339594893157,1.5605017879053,2.47327211010335,-1.050689472183,-2.23492337436822
3.99843758896457,5.89428942550438,0.0181245808489621,0.734978138073621,1.90126448934925,-1.24500601605817,-2.1375530657808
3.80642647532894,6.36349856729302,0.0188326298934408,1.81566992018003,2.61392342094428,-0.550068140636808,-1.23614870477622
3.80401113219412,6.92389631816039,0.0106945533608086,1.81034531084192,2.58106345344172,-1.03641681420636,-1.89115434499476
1.85894785520059,3.43897587306702,0.0180020874226466,0.842734821838726,1.91935480493068,-0.724797290308176,-1.52371189142648
